No,Name,Year,Team,Position,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR,WPA,Salary,NextSalary
65,°øÇÊ¼º,1997,·Ô,3B,79,235,207,19,51,13,1,1,69,20,9,1,16,3,1,32,4,7,2,.246,.307,.333,.640,.287,75.2,0.74,,"7,200","6,700"
49,°øÇÊ¼º,1998,·Ô,3B,120,428,364,42,89,12,2,6,123,42,12,9,38,9,2,75,9,12,5,.245,.327,.338,.665,.297,82.8,1.30,,"6,700","7,000"
168,°øÇÊ¼º,1999,·Ô,3B,124,275,238,28,51,13,2,2,74,21,9,5,16,11,0,54,3,8,2,.214,.292,.311,.603,.271,51.4,-0.16,,"7,000","7,500"
,°û¿ë¼·,2004,»ï,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.01,,"2,000","2,100"
10,±¸ÀÚ¿í,2015,»ï,1B,116,465,410,97,143,33,5,11,219,57,17,7,45,6,0,79,3,0,4,.349,.417,.534,.951,.422,148.4,4.99,1.81,"8,000","8,000"
24,±¸ÀÚ¿í,2016,»ï,1B,108,495,428,105,147,19,13,14,234,77,10,5,55,5,1,68,4,2,5,.343,.420,.547,.967,.427,142.5,3.96,4.99,"8,000","16,000"
9,±¸ÀÚ¿í,2017,»ï,RF,144,647,564,108,175,39,10,21,297,107,10,4,63,10,1,138,1,0,10,.310,.383,.527,.910,.394,130.5,4.96,3.11,"16,000","25,000"
121,±¹ÇØ¼º,2015,µÎ,RF,11,26,20,6,4,1,0,1,8,5,0,0,2,1,0,5,2,1,2,.200,.280,.400,.680,.281,63.9,0.11,-0.25,"3,000","3,000"
101,±¹ÇØ¼º,2016,µÎ,RF,58,174,151,28,42,11,0,4,65,24,1,1,21,1,0,36,1,0,1,.278,.368,.430,.798,.365,107.0,0.55,0.40,"3,000","5,000"
304,±¹ÇØ¼º,2017,µÎ,RF,57,96,86,15,18,3,0,3,30,17,0,0,5,4,0,23,2,0,1,.209,.281,.349,.630,.284,62.7,-0.15,-0.21,"5,000","5,000"
203,±Çµµ¿µ,2007,Çö,LF,7,11,9,1,2,1,0,0,3,0,0,0,1,0,0,0,0,1,0,.222,.300,.333,.633,.273,60.6,-0.01,,"2,000","2,000"
127,±Çµµ¿µ,2008,È÷,2B,84,150,136,18,30,6,1,1,41,9,0,1,10,1,0,31,3,2,1,.221,.277,.301,.579,.272,58.3,0.02,,"2,000","2,800"
97,±Ç¿À¼º,1997,ÇØ,C,47,93,79,7,18,2,0,0,20,11,0,0,6,4,0,23,0,4,0,.228,.315,.253,.568,.266,61.0,0.20,,"2,000","2,500"
105,±Ç¿À¼º,1998,ÇØ,C,28,50,43,1,8,2,0,1,13,3,0,0,4,1,0,8,2,2,0,.186,.271,.302,.573,.256,54.1,0.05,,"2,500","2,400"
,±Ç¿ÀÁØ,2010,»ï,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"12,000","13,000"
161,±Ç¿ÀÇö,2002,·Ô,2B,45,84,74,4,13,6,0,0,19,1,4,0,5,4,0,22,0,1,0,.176,.265,.257,.522,.245,40.9,-0.06,,"2,000","2,300"
75,±Ç¿ë°ü,2001,L,SS,106,212,184,31,45,8,3,1,62,20,4,0,13,8,0,43,5,6,1,.245,.320,.337,.657,.302,67.4,0.62,,"2,000","3,200"
199,±Ç¿ë°ü,2002,L,SS,125,327,294,28,64,13,1,4,91,32,13,5,10,5,0,89,5,16,2,.218,.254,.310,.564,.242,38.0,-0.32,,"3,200","6,500"
214,±Ç¿ë°ü,2003,L,SS,78,232,205,15,36,6,3,1,51,17,4,2,12,5,0,52,2,8,2,.176,.237,.249,.485,.221,15.8,-0.86,,"6,500","6,000"
68,±Ç¿ë°ü,2004,L,SS,124,341,285,34,67,5,5,2,88,25,9,5,27,13,0,81,5,14,2,.235,.327,.309,.636,.294,68.2,0.89,,"6,000","7,000"
71,±Ç¿ë°ü,2005,L,SS,79,215,194,21,46,7,3,9,86,25,3,2,7,3,0,53,1,9,2,.237,.272,.443,.715,.304,79.7,0.82,,"7,000","7,000"
85,±Ç¿ë°ü,2006,L,SS,79,240,209,26,49,4,1,3,64,18,6,3,13,4,1,37,4,13,1,.234,.291,.306,.597,.268,62.2,0.45,,"7,000","6,500"
59,±Ç¿ë°ü,2007,L,SS,121,398,349,41,84,12,3,4,114,36,11,4,26,4,1,67,14,16,3,.241,.298,.327,.625,.283,66.5,1.00,,"6,500","8,600"
266,±Ç¿ë°ü,2008,L,SS,76,230,206,15,47,6,2,1,60,14,1,2,6,3,0,32,5,12,3,.228,.257,.291,.548,.245,38.3,-0.34,,"8,600","7,800"
112,±Ç¿ë°ü,2011,S,2B,28,68,57,8,12,3,1,1,20,10,0,1,6,1,0,23,0,4,0,.211,.297,.351,.648,.288,67.4,0.07,,"7,600","6,600"
206,±Ç¿ë°ü,2012,S,SS,3,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.200,.200,.200,.400,.191,6.2,-0.02,,"6,600","5,500"
93,±Ç¿ë°ü,2013,L,SS,68,122,104,19,24,6,0,4,42,13,1,0,12,1,0,29,1,5,0,.231,.316,.404,.720,.322,85.9,0.56,,"5,500","8,000"
288,±Ç¿ë°ü,2014,L,SS,8,21,17,0,2,1,0,0,3,2,0,0,1,0,0,5,1,2,1,.118,.158,.176,.334,.140,-41.3,-0.24,-0.19,"8,000","8,000"
140,±ÇÁ¤¿õ,2016,»ï,C,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,.944,482.7,0.06,0.00,"2,700","3,000"
98,±ÇÁØÇå,1997,Çö,3B,75,242,212,19,52,7,0,2,65,25,1,1,17,2,1,35,13,9,2,.245,.305,.307,.611,.275,66.1,0.20,,"5,300","4,500"
77,±ÇÁØÇå,1998,Çö,3B,25,55,50,8,13,2,1,2,23,10,1,0,4,0,0,11,1,1,0,.260,.315,.460,.775,.336,109.9,0.40,,"4,500","4,000"
,±ÇÇõ,2009,»ï,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"10,500","15,500"
,±ÇÇõ,2014,»ï,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"26,000","45,000"
157,±ÇÇõ,2015,ÇÑ,P,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,-0.16,"45,000","45,000"
150,±ÇÈñµ¿,2016,N,LF,14,47,41,4,11,0,0,1,14,9,0,1,5,1,0,9,0,0,0,.268,.362,.341,.703,.337,87.9,0.04,0.09,"5,100","6,800"
37,±ÇÈñµ¿,2017,N,LF,141,554,472,72,135,20,2,19,216,86,3,3,51,17,1,90,12,7,7,.286,.371,.458,.829,.363,110.8,2.41,1.51,"6,800","13,000"
118,±Ý¹ÎÃ¶,2007,µÎ,,5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.500,.000,.500,.360,121.3,0.01,,"3,600","4,700"
,±Ý¹ÎÃ¶,2008,µÎ,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"4,700","6,000"
116,±è°­,2009,ÇÑ,,7,6,6,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.468,177.9,0.08,,"2,300","2,500"
97,±è°­,2010,ÇÑ,1B,14,26,24,2,10,2,0,0,12,4,0,0,2,0,0,4,1,0,0,.417,.462,.500,.962,.447,169.2,0.27,,"2,500","2,800"
152,±è°­¹Î,2002,S,2B,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,-0.04,,"1,800","1,800"
112,±è°­¹Î,2003,S,2B,2,4,4,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,.500,.500,.500,1.000,.466,192.0,0.06,,"1,800","2,000"
178,±è°­¹Î,2004,S,2B,23,29,25,4,3,1,0,1,7,2,2,1,3,0,0,7,1,1,0,.120,.214,.280,.494,.223,18.9,-0.13,,"2,000","2,200"
189,±è°­¹Î,2005,S,2B,23,48,40,6,9,1,0,0,10,3,2,3,4,0,0,9,0,4,0,.225,.296,.250,.546,.244,37.8,-0.18,,"2,200","2,400"
70,±è°­¹Î,2006,S,LF,96,166,145,20,40,9,1,1,54,14,8,5,14,1,1,30,3,5,1,.276,.342,.372,.714,.324,103.3,0.67,,"2,400","3,400"
56,±è°­¹Î,2007,S,CF,124,374,334,51,81,10,3,4,109,18,19,10,28,6,0,57,6,5,1,.243,.312,.326,.638,.301,78.6,1.18,,"3,400","7,000"
38,±è°­¹Î,2008,S,CF,106,295,258,38,70,16,3,3,101,32,16,8,26,6,0,46,2,5,0,.271,.352,.391,.743,.346,107.5,1.96,,"7,000","9,500"
54,±è°­¹Î,2009,S,CF,104,382,341,48,91,18,3,12,151,42,10,7,24,5,1,67,7,11,1,.267,.324,.443,.766,.330,86.4,1.34,,"9,500","12,000"
17,±è°­¹Î,2010,S,CF,115,450,401,74,127,19,2,10,180,72,23,9,33,2,0,51,5,11,3,.317,.369,.449,.818,.365,115.3,3.43,,"12,000","20,000"
43,±è°­¹Î,2011,S,CF,80,310,281,37,79,14,1,8,119,33,9,4,20,2,1,56,3,5,2,.281,.331,.423,.755,.343,105.0,1.90,,"20,000","19,000"
42,±è°­¹Î,2012,S,CF,123,474,427,49,116,20,0,5,151,31,11,10,29,4,0,72,7,11,3,.272,.322,.354,.675,.314,92.6,1.88,,"19,000","20,000"
19,±è°­¹Î,2013,S,CF,105,397,352,39,106,22,3,10,164,55,10,6,36,4,2,54,10,2,3,.301,.370,.466,.836,.382,127.0,3.35,,"20,000","30,000"
16,±è°­¹Î,2014,S,CF,113,483,430,86,130,29,3,16,213,82,32,5,43,4,0,91,12,2,4,.302,.368,.495,.863,.380,117.3,4.05,3.69,"30,000","60,000"
75,±è°­¹Î,2015,S,CF,96,328,293,43,72,17,0,4,101,31,7,4,23,7,0,83,6,4,1,.246,.315,.345,.660,.302,72.9,1.03,-0.12,"60,000","60,000"
44,±è°­¹Î,2016,S,CF,115,422,366,59,109,21,0,10,160,47,12,5,32,12,2,89,5,10,2,.298,.371,.437,.809,.360,100.7,2.19,-0.14,"60,000","60,000"
155,±è°­¹Î,2017,S,CF,88,203,183,31,40,5,1,5,62,18,10,4,15,5,0,50,3,0,0,.219,.296,.339,.634,.290,61.2,0.02,0.38,"60,000","60,000"
46,±è°æ±â,1997,Çö,1B,91,366,311,36,79,21,0,6,118,51,6,4,42,7,1,55,15,2,4,.254,.352,.379,.731,.336,108.6,1.28,,"10,000","8,500"
18,±è°æ±â,1998,Çö,3B,126,493,431,62,118,25,0,18,197,59,5,6,43,12,3,79,11,4,3,.274,.354,.457,.811,.358,124.9,3.88,,"8,500","10,500"
52,±è°æ¾ð,2002,K,RF,107,323,274,45,72,16,1,1,93,33,11,4,45,2,0,66,1,1,1,.263,.370,.339,.709,.331,101.5,1.40,,"2,500","4,300"
79,±è°æ¾ð,2003,K,LF,125,388,329,36,85,12,4,4,117,46,7,7,38,3,1,58,2,14,4,.258,.337,.356,.693,.308,79.6,0.44,,"4,300","6,500"
97,±è°æ¾ð,2004,K,LF,114,220,189,20,46,6,2,3,65,25,6,2,21,1,2,39,6,5,4,.243,.316,.344,.660,.298,71.9,0.14,,"6,500","5,000"
82,±è°æ¾ð,2005,K,LF,78,202,188,23,51,10,1,5,78,19,2,2,8,2,0,38,1,4,0,.271,.308,.415,.723,.323,93.2,0.54,,"5,000","5,500"
243,±è°æ¾ð,2008,K,1B,8,20,20,0,4,0,0,0,4,2,0,0,0,0,0,5,0,0,0,.200,.200,.200,.400,.191,1.2,-0.18,,"3,800","3,300"
87,±è°æ¾ð,2011,ÇÑ,CF,81,204,173,22,42,4,0,2,52,15,5,5,25,1,0,39,3,4,1,.243,.340,.301,.641,.308,81.7,0.52,,"3,500","4,000"
44,±è°æ¾ð,2012,ÇÑ,CF,110,313,268,25,65,14,2,4,95,31,7,4,39,1,2,73,1,4,1,.243,.340,.354,.694,.326,101.2,1.73,,"4,000","5,000"
74,±è°æ¾ð,2013,ÇÑ,CF,70,249,214,24,59,14,1,1,78,24,2,5,26,3,0,53,5,1,5,.276,.355,.364,.719,.341,99.1,1.09,,"5,000","5,800"
53,±è°æ¾ð,2014,ÇÑ,RF,89,355,300,43,94,16,3,8,140,52,1,3,40,4,0,42,8,7,4,.313,.397,.467,.863,.382,110.4,1.69,2.49,"5,800","20,000"
33,±è°æ¾ð,2015,ÇÑ,RF,107,437,377,58,127,21,1,16,198,78,1,3,50,2,3,89,9,5,3,.337,.414,.525,.940,.411,136.4,2.76,4.94,"20,000","20,000"
207,±è°æÁø,2004,K,LF,66,86,78,12,16,2,0,1,21,6,0,1,2,4,0,18,0,1,1,.205,.259,.269,.528,.249,39.3,-0.34,,"2,800","3,100"
105,±è°æÁø,2005,K,,42,81,62,12,13,3,0,1,19,7,0,0,11,3,0,19,5,3,2,.210,.346,.306,.653,.304,80.5,0.18,,"3,100","3,300"
127,±è°æÁø,2006,K,,14,21,19,4,3,0,0,1,6,1,0,0,1,1,0,4,1,0,0,.158,.238,.316,.554,.264,59.9,0.00,,"3,300","3,000"
72,±è±¤¸²,1998,Çö,RF,102,266,216,26,55,8,2,3,76,21,4,3,29,2,2,37,4,16,1,.255,.347,.352,.699,.299,83.7,0.45,,"8,550","4,250"
109,±è±¤»ï,2008,L,,13,13,13,0,5,1,0,0,6,1,0,1,0,0,0,3,0,0,0,.385,.385,.462,.846,.396,142.2,0.08,,"5,800","5,800"
,±è±¤¼ö,2015,K,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"10,000","10,000"
166,±è±¤Çö,1998,»ï,C,14,19,18,1,2,1,0,0,3,0,0,0,1,0,0,7,1,0,0,.111,.158,.167,.325,.154,-14.7,-0.13,,"2,200","2,200"
,±è±¤Çö,2009,S,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.01,,"13,000","17,500"
249,±è±Ô¹Î,2017,³Ø,CF,14,23,21,5,5,0,1,0,7,2,0,0,1,1,0,6,0,0,0,.238,.304,.333,.638,.293,59.5,-0.00,0.02,"2,700","2,900"
3,±è±âÅÂ,1997,½Ö,1B,111,478,390,95,134,30,3,26,248,79,10,7,84,2,14,54,11,0,2,.344,.460,.636,1.096,.472,202.6,7.30,,"10,100","10,100"
1,±è±âÅÂ,1998,½Ö,1B,126,541,434,84,134,28,4,31,263,90,10,5,104,0,15,79,11,0,3,.309,.440,.606,1.046,.445,186.5,7.28,,"10,100","13,000"
21,±è±âÅÂ,1999,»ï,DH,130,560,468,82,137,33,2,28,258,88,5,4,82,6,6,95,9,1,3,.293,.403,.551,.954,.407,140.5,3.83,,"13,000","15,000"
17,±è±âÅÂ,2000,»ï,DH,101,395,333,69,103,24,1,26,207,80,5,1,57,2,7,56,6,0,3,.309,.410,.622,1.032,.436,162.1,3.85,,"15,000","20,000"
202,±è±âÅÂ,2001,»ï,1B,44,102,85,5,15,2,1,0,19,9,0,0,16,1,1,17,1,0,0,.176,.314,.224,.537,.271,48.8,-0.35,,"20,000","20,000"
54,±è±âÅÂ,2002,S,1B,101,337,284,32,73,15,1,9,117,46,2,1,47,0,0,57,6,3,3,.257,.359,.412,.771,.344,110.9,1.35,,"20,000","20,000"
69,±è±âÅÂ,2003,S,1B,93,265,236,32,69,7,0,3,85,18,2,2,27,0,0,30,4,1,1,.292,.364,.360,.724,.338,99.9,0.69,,"20,000","20,000"
31,±è±âÅÂ,2004,S,DH,126,465,403,60,129,24,0,10,183,67,2,4,57,0,6,55,10,4,1,.320,.404,.454,.858,.389,134.7,2.63,,"20,000","25,000"
87,±è´Ù¿ø,2014,K,RF,86,210,189,21,51,13,1,5,81,17,2,2,12,5,0,53,3,3,1,.270,.329,.429,.757,.335,84.7,0.42,-1.30,"2,800","7,000"
136,±è´Ù¿ø,2015,K,LF,108,274,245,31,60,9,0,5,84,30,1,0,15,12,0,67,8,0,2,.245,.318,.343,.660,.307,70.4,0.06,-0.58,"7,000","7,000"
360,±è´ë·ú,2015,·Ô,SS,71,63,54,6,8,0,0,0,8,1,0,1,7,0,0,17,2,2,0,.148,.246,.148,.394,.200,3.6,-0.58,-0.67,"3,200","3,200"
326,±è´ë·ú,2016,·Ô,SS,58,59,49,5,7,1,2,0,12,5,0,0,5,3,0,20,0,1,1,.143,.259,.245,.504,.241,26.3,-0.24,-0.01,"3,200","3,400"
249,±è´ë¿ì,2012,·Ô,DH,6,7,7,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-127.2,-0.17,,"2,400","2,500"
85,±è´ë¿ì,2013,·Ô,DH,69,216,180,23,43,15,2,4,74,27,4,3,33,2,1,66,4,0,1,.239,.361,.411,.772,.361,112.7,0.73,,"2,500","3,500"
255,±è´ë¿ì,2014,·Ô,LF,18,26,25,0,6,0,0,0,6,2,1,0,1,0,0,12,0,0,0,.240,.269,.240,.509,.245,31.8,-0.11,-0.12,"3,500","3,800"
365,±è´ë¿ì,2015,·Ô,1B,39,100,92,9,16,1,1,3,28,9,3,1,5,1,0,39,2,2,0,.174,.225,.304,.529,.233,23.6,-0.68,-0.82,"3,800","3,800"
159,±è´ë¿ì,2016,·Ô,,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.500,.000,.500,.373,108.5,0.01,-0.01,"3,800","3,000"
31,±è´ëÀÍ,1997,·Ô,CF,122,412,356,47,97,22,3,6,143,35,13,14,40,2,1,73,2,10,4,.272,.346,.402,.748,.333,106.3,2.32,,"3,120","4,200"
12,±è´ëÀÍ,1998,·Ô,CF,124,527,466,79,136,29,7,5,194,40,27,9,48,4,2,65,6,9,0,.292,.363,.416,.779,.347,116.9,4.41,,"4,200","5,700"
70,±è´ëÀÍ,1999,·Ô,CF,131,483,415,75,102,22,3,9,157,49,16,12,38,7,1,70,5,21,2,.246,.318,.378,.697,.299,70.0,0.72,,"5,700","6,700"
34,±è´ëÀÍ,2000,·Ô,CF,133,534,464,72,129,27,4,6,182,47,12,11,53,2,3,82,5,11,4,.278,.352,.392,.744,.331,93.3,2.31,,"6,700","7,700"
55,±è´ëÀÍ,2001,·Ô,CF,130,458,404,55,115,24,2,5,158,33,9,10,33,1,0,75,8,16,4,.285,.337,.391,.728,.324,83.0,1.29,,"7,700","8,300"
67,±è´ëÀÍ,2002,·Ô,CF,91,332,303,36,80,12,0,3,101,21,6,3,23,0,2,52,4,5,1,.264,.315,.333,.648,.290,73.1,0.70,,"8,300","8,700"
77,±è´ëÀÍ,2005,»ï,,61,100,86,14,27,4,0,1,34,19,0,0,9,3,2,21,3,1,1,.314,.394,.395,.789,.361,118.8,0.67,,"9,000","10,000"
115,±è´ëÀÍ,2006,»ï,LF,107,269,239,18,58,6,1,2,72,23,1,1,17,4,0,31,4,6,3,.243,.300,.301,.602,.281,72.5,0.05,,"10,000","10,000"
,±è´ëÇö,2016,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"2,700","3,000"
,±è´öÀ±,2007,µÎ,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"4,400","4,000"
127,±èµµÇö,2012,S,RF,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,.000,.000,.000,.000,.000,,0.01,,"2,400","2,400"
217,±èµµÇö,2013,S,RF,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,.000,.000,.000,.000,.000,-131.4,-0.12,,"2,400","2,800"
159,±èµ¿°Ç,2002,S,,10,6,6,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,.167,.167,.167,.333,.153,-23.5,-0.06,,"1,900","2,000"
158,±èµ¿°Ç,2006,S,,21,39,32,3,5,1,1,0,8,1,0,0,2,2,0,10,0,3,0,.156,.250,.250,.500,.226,30.8,-0.12,,"2,000","2,100"
254,±èµ¿°Ç,2007,S,3B,10,10,10,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,.000,.000,.000,.000,.000,-139.4,-0.23,,"2,100","2,200"
123,±èµ¿°Ç,2008,S,3B,14,27,26,2,7,0,0,1,10,3,0,0,0,0,0,7,0,1,0,.269,.269,.385,.654,.290,69.0,0.04,,"2,200","2,400"
123,±èµ¿¸í,2012,»ï,C,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.500,.000,.500,.359,124.7,0.02,,"2,500","2,600"
295,±èµ¿¸í,2015,k,DH,21,66,51,8,10,3,0,0,13,3,1,1,13,1,1,16,1,1,0,.196,.369,.255,.624,.306,67.7,-0.10,-0.32,"4,000","4,000"
332,±èµ¿¸í,2016,k,DH,21,41,37,3,5,0,0,3,14,5,0,0,3,1,0,14,2,0,0,.135,.220,.378,.598,.258,33.2,-0.26,-0.46,"4,000","3,100"
17,±èµ¿¼ö,1997,L,C,121,472,394,54,93,26,0,17,170,66,2,2,54,9,4,70,6,7,8,.236,.336,.431,.767,.337,109.9,3.77,,"8,300","10,000"
7,±èµ¿¼ö,1998,L,C,118,471,408,67,116,28,2,20,208,66,2,3,44,9,2,71,8,4,6,.284,.362,.510,.872,.378,140.5,5.50,,"10,000","12,500"
25,±èµ¿¼ö,1999,L,C,104,389,334,55,96,22,1,16,168,65,1,3,39,10,2,46,7,3,3,.287,.376,.503,.879,.378,122.8,3.67,,"12,500","15,000"
53,±èµ¿¼ö,2000,»ï,C,90,238,200,23,41,9,1,11,85,30,0,2,31,4,2,43,7,0,3,.205,.319,.425,.744,.327,90.8,1.27,,"15,000","17,000"
52,±èµ¿¼ö,2001,»ï,C,89,217,181,18,50,11,0,5,76,30,0,0,22,4,0,23,5,6,4,.276,.360,.420,.780,.347,98.7,1.41,,"17,000","18,750"
47,±èµ¿¼ö,2002,S,C,95,299,251,28,61,10,2,11,108,32,1,1,22,9,1,51,4,14,3,.243,.323,.430,.753,.316,91.3,1.76,,"18,750","10,000"
15,±èµ¿¼ö,2003,Çö,C,117,441,367,48,113,15,1,16,178,68,3,4,45,8,5,57,10,15,6,.308,.390,.485,.875,.375,125.6,4.27,,"10,000","20,000"
56,±èµ¿¼ö,2004,Çö,C,113,381,311,38,78,13,1,2,99,31,2,2,32,13,0,42,10,21,4,.251,.342,.318,.660,.300,73.5,1.37,,"20,000","20,000"
70,±èµ¿¼ö,2005,Çö,C,96,318,274,24,60,4,2,10,98,30,2,1,20,5,0,56,2,18,1,.219,.283,.358,.641,.279,63.5,0.83,,"20,000","20,000"
28,±èµ¿¼ö,2006,Çö,C,115,391,333,38,93,12,0,5,120,40,3,1,29,8,3,39,10,17,4,.279,.348,.360,.708,.318,99.1,2.60,,"20,000","30,000"
43,±èµ¿¼ö,2007,Çö,C,111,356,306,22,85,18,0,4,115,39,2,4,26,1,2,19,6,16,7,.278,.329,.376,.705,.312,87.5,1.73,,"30,000","8,000"
74,±èµ¿¼ö,2008,È÷,C,94,180,159,15,38,7,2,1,52,23,0,0,15,1,0,15,4,3,2,.239,.305,.327,.632,.296,73.9,0.69,,"8,000","13,000"
100,±èµ¿¿±,2016,S,DH,57,150,143,19,48,8,0,6,74,23,2,1,5,1,0,41,3,0,1,.336,.360,.517,.878,.388,118.6,0.56,0.24,"2,700","4,700"
62,±èµ¿¿±,2017,S,LF,125,428,393,58,109,18,1,22,195,70,2,4,23,9,1,62,6,0,3,.277,.329,.496,.826,.356,103.6,1.45,1.12,"4,700","11,500"
238,±èµ¿¿µ,2007,ÇÑ,CF,16,19,16,0,3,0,0,0,3,1,1,1,1,0,0,7,0,2,0,.188,.235,.188,.423,.188,2.3,-0.14,,"2,100","2,500"
11,±èµ¿ÁÖ,1999,µÎ,3B,114,455,399,62,128,25,3,22,225,84,2,1,41,10,1,53,9,1,4,.321,.394,.564,.958,.410,144.7,4.94,,"4,000","6,200"
2,±èµ¿ÁÖ,2000,µÎ,3B,127,539,469,78,159,29,1,31,283,106,5,2,51,13,1,65,17,0,6,.339,.414,.603,1.017,.439,168.2,7.28,,"6,200","12,500"
32,±èµ¿ÁÖ,2001,µÎ,DH,103,421,364,49,118,18,0,18,190,62,2,2,47,4,5,57,10,0,6,.324,.401,.522,.923,.409,140.4,2.76,,"12,500","16,500"
4,±èµ¿ÁÖ,2002,µÎ,3B,120,487,415,63,132,21,0,26,231,79,1,1,52,13,2,61,8,0,7,.318,.405,.557,.961,.415,162.7,6.13,,"16,500","22,500"
6,±èµ¿ÁÖ,2003,µÎ,DH,118,504,401,61,137,23,2,23,233,89,3,2,79,11,8,53,15,0,13,.342,.450,.581,1.031,.446,177.9,5.61,,"22,500","30,000"
10,±èµ¿ÁÖ,2004,µÎ,3B,124,517,430,72,123,19,1,19,201,76,4,6,69,16,3,67,14,0,2,.286,.402,.467,.870,.398,141.2,5.05,,"30,000","32,000"
12,±èµ¿ÁÖ,2005,µÎ,3B,94,338,268,51,81,13,1,10,126,50,1,2,57,12,9,38,10,0,1,.302,.444,.470,.914,.415,157.6,3.94,,"32,000","42,000"
72,±èµ¿ÁÖ,2006,µÎ,DH,43,164,140,19,35,7,0,4,54,16,0,0,23,1,2,17,7,0,0,.250,.360,.386,.746,.349,121.3,0.64,,"42,000","42,000"
1,±èµ¿ÁÖ,2007,µÎ,3B,119,481,382,68,123,24,0,19,204,78,11,2,83,14,11,55,10,0,2,.322,.457,.534,.991,.449,184.7,7.42,,"42,000","70,000"
8,±èµ¿ÁÖ,2008,µÎ,3B,109,451,363,55,112,12,2,18,182,104,2,2,63,12,5,54,11,0,13,.309,.415,.501,.916,.415,154.9,5.18,,"70,000","70,000"
5,±èµ¿ÁÖ,2009,µÎ,3B,105,426,354,63,125,28,0,19,210,86,3,1,61,8,10,55,17,0,3,.353,.455,.593,1.049,.454,170.9,5.76,,"70,000","70,000"
21,±èµ¿ÁÖ,2010,µÎ,DH,110,470,387,60,114,22,0,20,196,67,0,1,67,10,4,45,15,1,5,.295,.407,.506,.914,.408,144.5,3.21,,"70,000","70,000"
19,±èµ¿ÁÖ,2011,µÎ,DH,120,483,406,57,116,24,1,17,193,75,6,1,66,8,5,54,18,0,3,.286,.393,.475,.869,.398,143.3,3.44,,"70,000","70,000"
55,±èµ¿ÁÖ,2012,µÎ,3B,66,245,223,18,65,5,0,2,76,27,3,1,16,2,0,24,7,0,4,.291,.339,.341,.680,.325,100.3,1.25,,"70,000","70,000"
107,±èµ¿ÇÑ,2012,µÎ,2B,10,8,8,3,3,0,0,0,3,0,2,0,0,0,0,2,0,0,0,.375,.375,.375,.750,.358,124.0,0.11,,"2,400","2,500"
283,±èµ¿ÇÑ,2017,·Ô,3B,81,205,178,26,42,19,0,3,70,14,4,3,14,0,0,25,2,13,0,.236,.292,.393,.685,.285,56.5,-0.10,-0.33,"3,800","6,300"
265,±è¸¸¼ö,2016,k,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,.000,-133.8,-0.03,-0.00,"2,900","3,000"
107,±è¹®È£,2007,·Ô,RF,27,46,41,5,10,0,0,1,13,6,0,1,3,2,0,15,0,0,0,.244,.326,.317,.643,.312,86.8,0.05,,"2,300","2,400"
211,±è¹®È£,2011,·Ô,LF,19,29,26,4,6,1,0,0,7,1,1,1,3,0,1,7,0,0,0,.231,.310,.269,.580,.270,56.2,-0.06,,"2,400","2,600"
